main_id;language;template;score_func;subscales;layout
TFSS_0022;en;5-option multiple choice;function(x) x+0;Unambiguous feedback;horizontal
TFSS_0023;de;5-option multiple choice;function(x) x+0;Concentration on task at hand;horizontal
TFSS_0023;en;5-option multiple choice;function(x) x+0;Concentration on task at hand;horizontal
TFSS_0024;de;5-option multiple choice;function(x) x+0;Paradox of control;horizontal
TFSS_0024;en;5-option multiple choice;function(x) x+0;Paradox of control;horizontal
TFSS_0025;de;5-option multiple choice;function(x) x+0;Loss of self-consciousness;horizontal
TFSS_0025;en;5-option multiple choice;function(x) x+0;Loss of self-consciousness;horizontal
TFSS_0026;de;5-option multiple choice;function(x) x+0;Transformation of time;horizontal
TFSS_0026;en;5-option multiple choice;function(x) x+0;Transformation of time;horizontal
TFSS_0027;de;5-option multiple choice;function(x) x+0;Autotelic experience;horizontal
TFSS_0027;en;5-option multiple choice;function(x) x+0;Autotelic experience;horizontal
TFSS_0028;de;5-option multiple choice;function(x) x+0;Challenge-skill balance;horizontal
TFSS_0028;en;5-option multiple choice;function(x) x+0;Challenge-skill balance;horizontal
TFSS_0029;de;5-option multiple choice;function(x) x+0;Action-awareness merging;horizontal
TFSS_0029;en;5-option multiple choice;function(x) x+0;Action-awareness merging;horizontal
TFSS_0030;de;5-option multiple choice;function(x) x+0;Clear goals;horizontal
TFSS_0030;en;5-option multiple choice;function(x) x+0;Clear goals;horizontal
TFSS_0031;de;5-option multiple choice;function(x) x+0;Unambiguous feedback;horizontal
TFSS_0031;en;5-option multiple choice;function(x) x+0;Unambiguous feedback;horizontal
TFSS_0032;de;5-option multiple choice;function(x) x+0;Concentration on task at hand;horizontal
TFSS_0032;en;5-option multiple choice;function(x) x+0;Concentration on task at hand;horizontal
TFSS_0033;de;5-option multiple choice;function(x) x+0;Paradox of control;horizontal
TFSS_0033;en;5-option multiple choice;function(x) x+0;Paradox of control;horizontal
TFSS_0034;de;5-option multiple choice;function(x) x+0;Loss of self-consciousness;horizontal
TFSS_0034;en;5-option multiple choice;function(x) x+0;Loss of self-consciousness;horizontal
TFSS_0035;de;5-option multiple choice;function(x) x+0;Transformation of time;horizontal
TFSS_0035;en;5-option multiple choice;function(x) x+0;Transformation of time;horizontal
TFSS_0036;de;5-option multiple choice;function(x) x+0;Autotelic experience;horizontal
TFSS_0036;en;5-option multiple choice;function(x) x+0;Autotelic experience;horizontal
