"1";"0";"-3.72367693"
"2";"1";"-2.57901968"
"3";"2";"-1.49582702"
"4";"3";"-0.66605157"
"5";"4";"0.06636303"
"6";"5";"0.7664221"
"7";"6";"1.51054409"
"8";"7";"2.48585283"
"9";"8";"3.51949644"
